Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O
Suriname,South/Central America & Carribean,2002,26.59,1.12,0.02,0.2
Suriname,South/Central America & Carribean,2003,27.73,1.23,0.02,0.2
Suriname,South/Central America & Carribean,2004,27.35,1.39,0.02,0.25
Suriname,South/Central America & Carribean,2005,26.73,1.69,0.03,0.2
Suriname,South/Central America & Carribean,2006,26.47,1.53,0.03,0.24
Suriname,South/Central America & Carribean,2007,26.39,1.41,0.03,0.22
Suriname,South/Central America & Carribean,2008,26.37,1.46,0.04,0.28
Suriname,South/Central America & Carribean,2009,26.44,1.45,0.04,0.27
Suriname,South/Central America & Carribean,2010,26.97,1.74,0.04,0.26
Suriname,South/Central America & Carribean,2011,26.65,1.95,0.05,0.27
Suriname,South/Central America & Carribean,2012,26.35,2.44,0.06,0.26
Suriname,South/Central America & Carribean,2013,26.18,2.29,0.06,0.23
Suriname,South/Central America & Carribean,2014,26.37,2.64,0.07,0.27
Suriname,South/Central America & Carribean,2015,26.41,2.75,0.08,0.27
Suriname,South/Central America & Carribean,2016,26.72,2.31,0.08,0.27
Suriname,South/Central America & Carribean,2017,26.43,2.13,0.09,0.28
Suriname,South/Central America & Carribean,2018,26.23,2.08,0.1,0.24
Suriname,South/Central America & Carribean,2019,26.58,,,
Sweden,Europe,1995,6.97,58.23,0.78,5.7
Sweden,Europe,1996,6.3,63.65,0.79,5.85
Sweden,Europe,1997,7.39,57.38,0.93,5.79
Sweden,Europe,1998,6.7,58.36,0.97,5.74
Sweden,Europe,1999,8.38,57.27,1.15,5.58
Sweden,Europe,2000,8.49,53.28,1.17,5.49
Sweden,Europe,2001,7.63,52.5,1.26,5.27
Sweden,Europe,2002,8.11,54.02,1.36,5.19
Sweden,Europe,2003,7.82,55.2,1.38,5.15
Sweden,Europe,2004,7.25,53.59,1.46,5.19
Sweden,Europe,2005,7.57,50.21,1.53,5.08
Sweden,Europe,2006,8.09,48.9,1.49,5.03
Sweden,Europe,2007,7.94,47.14,1.55,4.9
Sweden,Europe,2008,8.26,46.15,1.45,5.08
Sweden,Europe,2009,7.34,42.88,1.15,4.85
Sweden,Europe,2010,5.58,48.13,1.27,5.05
Sweden,Europe,2011,8.12,44.59,1.25,4.8
Sweden,Europe,2012,6.82,42.15,1.1,4.69
Sweden,Europe,2013,7.32,40.55,1.05,4.75
Sweden,Europe,2014,8.37,39.1,1.06,4.92
Sweden,Europe,2015,8.1,39.2,1.01,4.99
Sweden,Europe,2016,7.71,38.79,0.99,4.96
Sweden,Europe,2017,7.48,38.33,0.92,5.1
Sweden,Europe,2018,8.37,36.0,0.85,4.92
Sweden,Europe,2019,8.1,,,
Switzerland,Europe,1995,9.899999999999999,43.44,0.32,2.6
Switzerland,Europe,1996,9.02,44.01,0.4,2.59
Switzerland,Europe,1997,10.136666666666665,42.75,0.48,2.51
Switzerland,Europe,1998,10.106666666666666,44.25,0.61,2.5
Switzerland,Europe,1999,10.02,44.53,0.67,2.41
Switzerland,Europe,2000,10.59,43.71,0.79,2.38
Switzerland,Europe,2001,10.126666666666667,45.16,0.87,2.41
Switzerland,Europe,2002,10.453333333333335,43.57,0.96,2.29
Switzerland,Europe,2003,10.813333333333333,44.84,1.04,2.26
Switzerland,Europe,2004,10.06,45.28,1.15,2.23
Switzerland,Europe,2005,9.833333333333334,45.85,1.22,2.27
Switzerland,Europe,2006,10.566666666666668,45.48,1.29,2.28
Switzerland,Europe,2007,10.673333333333334,43.54,1.38,2.24
Switzerland,Europe,2008,10.229999999999999,44.96,1.44,2.31
Switzerland,Europe,2009,10.65,43.67,1.4,2.28
Switzerland,Europe,2010,9.563333333333333,45.21,1.42,2.28
Switzerland,Europe,2011,10.696666666666667,41.19,1.48,2.24
Switzerland,Europe,2012,10.08,42.47,1.54,2.18
Switzerland,Europe,2013,9.433333333333332,43.48,1.58,2.21
Switzerland,Europe,2014,10.856666666666667,39.73,1.6,2.19
Switzerland,Europe,2015,10.776666666666666,39.03,1.6,2.18
Switzerland,Europe,2016,10.213333333333333,39.61,1.53,2.19
Switzerland,Europe,2017,10.426666666666668,38.62,1.57,2.18
Switzerland,Europe,2018,11.406666666666666,37.48,1.62,2.14
Switzerland,Europe,2019,10.843333333333334,,,
Syria,Middle East,1995,16.77,33.69,0.18,4.24
Syria,Middle East,1996,17.4,36.81,0.19,4.28
Syria,Middle East,1997,16.48,37.15,0.2,4.34
Syria,Middle East,1998,18.0,40.05,0.21,4.5
Syria,Middle East,1999,17.74,39.28,0.22,4.5
Syria,Middle East,2000,17.28,39.53,0.23,4.41
Syria,Middle East,2001,18.24,41.3,0.34,4.06
Syria,Middle East,2002,17.68,41.99,0.45,4.41
Syria,Middle East,2003,17.71,42.28,0.56,4.75
Syria,Middle East,2004,17.43,44.68,0.67,4.86
Syria,Middle East,2005,17.23,55.6,0.78,5.32
Syria,Middle East,2006,17.15,58.83,0.96,5.66
Syria,Middle East,2007,17.62,62.12,1.14,5.67
Syria,Middle East,2008,17.73,64.06,1.33,5.24
Syria,Middle East,2009,17.59,59.16,1.51,4.94
Syria,Middle East,2010,19.28,59.7,1.69,4.15
Syria,Middle East,2011,16.91,55.92,1.77,4.53
Syria,Middle East,2012,18.38,45.99,1.85,4.33
Syria,Middle East,2013,17.81,30.53,1.93,3.67
Syria,Middle East,2014,18.02,27.07,2.0,3.5
Syria,Middle East,2015,17.94,26.04,2.08,3.34
Syria,Middle East,2016,18.47,26.46,2.2,3.37
Syria,Middle East,2017,17.97,29.1,2.31,3.31
Syria,Middle East,2018,18.82,27.91,2.42,3.21
Syria,Middle East,2019,17.89,,,
Taiwan,Asia,1995,22.79,,,
Taiwan,Asia,1996,23.0,,,
Taiwan,Asia,1997,22.86,,,
Taiwan,Asia,1998,23.67,,,
Taiwan,Asia,1999,21.26,,,
Taiwan,Asia,2000,22.9,,,
Taiwan,Asia,2001,23.18,,,
Taiwan,Asia,2002,23.89,,,
Taiwan,Asia,2003,23.53,,,
Taiwan,Asia,2004,23.04,,,
Taiwan,Asia,2005,23.12,,,
Taiwan,Asia,2006,23.55,,,
Taiwan,Asia,2007,23.36,,,
Taiwan,Asia,2008,23.42,,,
Taiwan,Asia,2009,23.48,,,
Taiwan,Asia,2010,23.21,,,
Taiwan,Asia,2011,22.66,,,
Taiwan,Asia,2012,22.94,,,
Taiwan,Asia,2013,23.2,,,
Taiwan,Asia,2014,23.33,,,
Taiwan,Asia,2015,23.66,,,
Taiwan,Asia,2016,23.73,,,
Taiwan,Asia,2017,23.91,,,
Taiwan,Asia,2018,24.14,,,
Taiwan,Asia,2019,24.23,,,
Tajikistan,Asia,1995,11.37,2.51,0.87,1.22
Tajikistan,Asia,1996,15.26,2.24,0.83,1.14
Tajikistan,Asia,1997,19.49,2.51,0.8,1.18
Tajikistan,Asia,1998,17.16,2.76,0.76,1.07
Tajikistan,Asia,1999,19.84,2.54,0.73,0.95
Tajikistan,Asia,2000,16.13,2.2,0.7,0.95
Tajikistan,Asia,2001,16.29,2.15,0.67,0.99
Tajikistan,Asia,2002,15.83,2.13,0.64,1.06
Tajikistan,Asia,2003,15.17,2.17,0.61,1.05
Tajikistan,Asia,2004,16.2,2.58,0.59,1.12
Tajikistan,Asia,2005,15.48,2.45,0.56,1.16
Tajikistan,Asia,2006,16.3,2.67,0.54,1.29
Tajikistan,Asia,2007,15.79,3.25,0.51,1.3
Tajikistan,Asia,2008,15.85,3.03,0.49,1.47
Tajikistan,Asia,2009,15.59,2.39,0.47,1.57
Tajikistan,Asia,2010,16.17,2.42,0.44,1.58
Tajikistan,Asia,2011,15.95,2.54,0.42,1.6
Tajikistan,Asia,2012,14.76,2.99,0.4,1.71
Tajikistan,Asia,2013,16.12,3.16,0.38,1.8
Tajikistan,Asia,2014,15.18,4.47,0.36,1.85
Tajikistan,Asia,2015,16.22,4.76,0.34,1.94
Tajikistan,Asia,2016,16.96,5.96,0.35,1.94
Tajikistan,Asia,2017,16.56,6.37,0.37,1.97
Tajikistan,Asia,2018,16.47,7.33,0.38,1.98
Tajikistan,Asia,2019,16.32,,,
Tanzania,Africa,1995,25.69,2.73,0.02,18.31
Tanzania,Africa,1996,25.47,3.07,0.03,17.35
Tanzania,Africa,1997,25.77,2.89,0.04,17.32
Tanzania,Africa,1998,26.15,2.69,0.05,18.68
Tanzania,Africa,1999,25.44,2.52,0.06,19.1
Tanzania,Africa,2000,25.89,2.95,0.07,17.74
Tanzania,Africa,2001,25.56,3.13,0.08,18.41
Tanzania,Africa,2002,25.64,3.57,0.09,20.26
Tanzania,Africa,2003,26.33,3.76,0.09,22.3
Tanzania,Africa,2004,25.79,5.1,0.1,21.92
Tanzania,Africa,2005,26.41,5.68,0.1,23.08
Tanzania,Africa,2006,26.19,6.06,0.12,21.54
Tanzania,Africa,2007,26.35,5.91,0.14,23.07
Tanzania,Africa,2008,25.98,6.1,0.16,23.3
Tanzania,Africa,2009,26.4,5.93,0.18,23.8
Tanzania,Africa,2010,26.93,6.91,0.19,24.57
Tanzania,Africa,2011,26.32,8.16,0.25,25.51
Tanzania,Africa,2012,26.29,9.87,0.3,27.17
Tanzania,Africa,2013,26.45,10.81,0.35,28.39
Tanzania,Africa,2014,26.45,10.72,0.4,29.03
Tanzania,Africa,2015,26.85,11.69,0.45,30.26
Tanzania,Africa,2016,26.79,10.92,0.57,30.68
Tanzania,Africa,2017,26.56,11.36,0.69,29.76
Tanzania,Africa,2018,26.41,11.58,0.8,30.34
Tanzania,Africa,2019,26.75,,,
Thailand,Asia,1996,29.07,173.59,1.97,15.76
Thailand,Asia,1997,29.99,176.75,2.73,15.32
Thailand,Asia,1998,28.8,155.69,3.48,15.59
Thailand,Asia,1999,27.62,162.5,4.24,16.46
Thailand,Asia,2000,27.94,163.14,5.0,15.63
Thailand,Asia,2001,28.14,171.83,5.37,16.15
Thailand,Asia,2002,29.29,182.81,5.74,16.86
Thailand,Asia,2003,29.16,190.85,6.11,18.29
Thailand,Asia,2004,29.28,208.81,6.47,17.84
Thailand,Asia,2005,29.47,216.11,6.84,17.28
Thailand,Asia,2006,29.52,218.09,8.03,17.52
Thailand,Asia,2007,29.02,224.15,9.21,19.33
Thailand,Asia,2008,28.44,228.31,10.4,18.85
Thailand,Asia,2009,28.45,221.3,11.59,20.8
Thailand,Asia,2010,28.97,235.52,12.77,21.72
Thailand,Asia,2011,28.21,234.62,16.28,21.31
The Netherlands,Europe,1995,10.5,164.34,10.0,15.39
The Netherlands,Europe,1996,8.58,173.92,12.04,15.33
The Netherlands,Europe,1997,10.27,166.48,12.41,15.07
The Netherlands,Europe,1998,10.62,166.92,13.37,14.75
The Netherlands,Europe,1999,11.14,161.64,7.53,14.5
The Netherlands,Europe,2000,11.02,162.3,6.37,14.04
The Netherlands,Europe,2001,10.64,167.4,3.62,13.39
The Netherlands,Europe,2002,10.89,167.5,4.68,12.83
The Netherlands,Europe,2003,10.71,170.46,2.64,12.67
The Netherlands,Europe,2004,10.71,172.16,2.36,13.3
The Netherlands,Europe,2005,10.97,167.97,2.23,13.26
The Netherlands,Europe,2006,11.36,163.71,2.48,13.18
The Netherlands,Europe,2007,11.44,164.63,2.72,11.71
The Netherlands,Europe,2008,10.83,165.39,2.76,8.23
The Netherlands,Europe,2009,10.73,160.54,2.67,8.17
The Netherlands,Europe,2010,9.23,171.16,3.07,7.99
The Netherlands,Europe,2011,11.05,158.87,2.88,7.83
The Netherlands,Europe,2012,10.4,157.52,2.77,7.93
The Netherlands,Europe,2013,9.96,157.12,2.83,7.86
The Netherlands,Europe,2014,11.85,149.89,2.62,8.17
The Netherlands,Europe,2015,11.04,158.11,2.72,8.51
The Netherlands,Europe,2016,11.0,158.27,2.77,8.29
The Netherlands,Europe,2017,11.17,155.91,2.59,8.08
The Netherlands,Europe,2018,11.58,151.17,2.41,7.79
The Netherlands,Europe,2019,11.37,,,
Togo,Africa,1995,27.41,0.98,0.03,1.0
Togo,Africa,1996,27.51,1.36,0.05,1.02
Togo,Africa,1997,27.17,0.76,0.07,1.15
Togo,Africa,1998,27.81,1.2,0.09,1.27
Togo,Africa,1999,27.37,1.71,0.11,1.17
Togo,Africa,2000,27.31,1.27,0.13,1.29
Togo,Africa,2001,27.22,1.18,0.14,1.19
Togo,Africa,2002,27.4,1.34,0.14,1.31
Togo,Africa,2003,27.42,1.83,0.15,1.37
Togo,Africa,2004,27.23,1.78,0.16,1.24
Togo,Africa,2005,27.36,1.75,0.17,1.69
Togo,Africa,2006,27.65,1.57,0.2,1.47
Togo,Africa,2007,27.18,1.5,0.23,1.33
Togo,Africa,2008,27.35,1.57,0.26,1.45
Togo,Africa,2009,27.39,2.82,0.29,1.54
Togo,Africa,2010,27.77,2.63,0.32,1.57
Togo,Africa,2011,27.28,2.51,0.38,1.85
Togo,Africa,2012,27.23,2.23,0.45,1.62
Togo,Africa,2013,27.5,1.75,0.51,1.75
Togo,Africa,2014,27.46,1.59,0.57,1.64
Togo,Africa,2015,27.6,1.82,0.63,1.87
Togo,Africa,2016,27.87,2.3,0.7,1.86
Togo,Africa,2017,27.77,2.07,0.78,1.76
Togo,Africa,2018,27.71,2.26,0.85,1.87
Togo,Africa,2019,27.93,,,
Tunisia,Africa,1995,19.28,17.04,0.06,2.16
Tunisia,Africa,1996,18.73,17.6,0.09,2.62
Tunisia,Africa,1997,19.5,18.18,0.11,2.53
Tunisia,Africa,1998,19.22,18.92,0.14,2.8
Tunisia,Africa,1999,19.84,19.84,0.17,2.96
Tunisia,Africa,2000,19.51,20.93,0.2,3.06
Tunisia,Africa,2001,19.73,21.65,0.21,3.03
Tunisia,Africa,2002,19.37,21.73,0.23,2.96
Tunisia,Africa,2003,19.89,21.87,0.25,3.06
Tunisia,Africa,2004,19.15,22.83,0.27,3.15
Tunisia,Africa,2005,19.02,23.14,0.29,3.22
Tunisia,Africa,2006,19.72,24.07,0.33,3.22
Tunisia,Africa,2007,19.54,24.52,0.38,3.35
Tunisia,Africa,2008,19.64,24.79,0.42,3.25
Tunisia,Africa,2009,19.6,25.09,0.46,3.43
Tunisia,Africa,2010,19.53,27.44,0.51,3.38
Tunisia,Africa,2011,19.52,25.72,0.6,3.41
Tunisia,Africa,2012,20.11,26.68,0.7,3.43
Tunisia,Africa,2013,19.61,26.77,0.79,3.16
Tunisia,Africa,2014,20.15,28.83,0.89,3.26
Tunisia,Africa,2015,19.68,29.67,0.99,3.21
Tunisia,Africa,2016,19.82,28.99,1.12,3.34
Tunisia,Africa,2017,19.46,29.89,1.25,3.24
Tunisia,Africa,2018,19.6,29.98,1.38,3.32
Tunisia,Africa,2019,19.67,,,
Turkey,Middle East,1995,12.440000000000001,168.26,1.1,26.05
Turkey,Middle East,1996,12.305,185.45,1.12,26.68
Turkey,Middle East,1997,11.565,193.59,1.19,26.82
Turkey,Middle East,1998,13.135000000000002,193.85,1.29,28.13
Turkey,Middle East,1999,13.344999999999999,192.87,1.32,28.08
Turkey,Middle East,2000,12.370000000000001,216.62,1.38,27.62
Turkey,Middle East,2001,13.739999999999998,197.78,1.48,25.02
Turkey,Middle East,2002,12.695,208.12,1.7,25.36
Turkey,Middle East,2003,12.704999999999998,219.16,1.97,26.22
Turkey,Middle East,2004,12.52,224.6,2.31,26.64
Turkey,Middle East,2005,12.68,235.01,2.59,27.15
Turkey,Middle East,2006,12.68,261.09,2.86,28.77
Turkey,Middle East,2007,13.755,288.97,3.34,27.88
Turkey,Middle East,2008,13.195,287.2,3.52,26.38
Turkey,Middle East,2009,13.440000000000001,287.83,3.44,29.47
Turkey,Middle East,2010,14.42,297.12,4.69,28.75
Turkey,Middle East,2011,12.365,317.72,5.18,28.89
Turkey,Middle East,2012,13.504999999999999,328.88,5.94,29.59
Turkey,Middle East,2013,13.66,318.17,6.09,32.12
Turkey,Middle East,2014,14.32,340.64,6.83,32.07
Turkey,Middle East,2015,13.695,351.59,6.92,32.88
Turkey,Middle East,2016,13.86,374.59,6.57,35.14
Turkey,Middle East,2017,13.49,415.9,7.17,34.62
Turkey,Middle East,2018,14.864999999999998,412.97,7.77,34.38
Turkey,Middle East,2019,14.19,,,
Turkmenistan,Asia,1995,17.48,33.43,0.05,1.75
Turkmenistan,Asia,1996,16.39,29.69,0.07,1.77
Turkmenistan,Asia,1997,17.24,29.94,0.09,1.59
Turkmenistan,Asia,1998,18.03,30.59,0.11,1.78
Turkmenistan,Asia,1999,18.0,35.77,0.13,1.97
Turkmenistan,Asia,2000,17.9,36.85,0.15,2.12
Turkmenistan,Asia,2001,17.94,38.09,0.17,2.26
Turkmenistan,Asia,2002,17.38,39.91,0.18,2.6
Turkmenistan,Asia,2003,16.81,44.41,0.19,2.96
Turkmenistan,Asia,2004,17.66,46.82,0.2,3.08
Turkmenistan,Asia,2005,17.98,48.36,0.22,3.21
Turkmenistan,Asia,2006,17.89,49.73,0.25,3.39
Turkmenistan,Asia,2007,17.38,56.2,0.29,3.19
Turkmenistan,Asia,2008,17.39,56.85,0.33,3.46
Turkmenistan,Asia,2009,17.41,50.38,0.36,3.33
Turkmenistan,Asia,2010,18.54,57.36,0.4,3.43
Turkmenistan,Asia,2011,17.13,63.41,0.4,3.31
Turkmenistan,Asia,2012,17.47,66.3,0.4,3.4
Turkmenistan,Asia,2013,18.44,67.78,0.4,3.44
Turkmenistan,Asia,2014,17.74,69.49,0.41,3.44
Turkmenistan,Asia,2015,18.36,72.08,0.41,3.46
Turkmenistan,Asia,2016,18.23,72.02,0.38,3.5
Turkmenistan,Asia,2017,18.05,71.96,0.36,3.43
Turkmenistan,Asia,2018,18.58,71.73,0.34,3.43
Turkmenistan,Asia,2019,18.44,,,
US,North America,1995,13.439935064935066,5126.9,115.29,272.69
US,North America,1996,12.661818181818187,5283.11,124.38,279.98
US,North America,1997,12.988376623376624,5547.99,130.98,273.86
US,North America,1998,14.470519480519481,5590.7,145.82,269.93
US,North America,1999,13.945649350649346,5610.3,142.42,265.35
US,North America,2000,13.416103896103902,5776.41,143.65,262.45
US,North America,2001,13.812272727272726,5749.25,130.28,255.04
US,North America,2002,13.666103896103895,5594.16,137.81,255.21
US,North America,2003,13.47006493506494,5659.63,127.23,260.06
US,North America,2004,13.577142857142858,5740.03,134.13,258.75
US,North America,2005,13.891241830065354,5756.08,135.45,257.93
US,North America,2006,14.322549019607855,5656.58,137.6,260.11
US,North America,2007,13.942105263157897,5740.27,148.45,263.29
US,North America,2008,13.316973684210527,5563.34,149.44,248.09
US,North America,2009,13.271973684210534,5159.55,144.31,241.24
US,North America,2010,13.783618421052635,5392.87,153.08,246.69
US,North America,2011,13.91513513513513,5172.1,159.37,254.86
US,North America,2012,14.805945945945947,4950.21,154.58,245.81
US,North America,2013,13.333783783783781,5089.5,154.04,246.72
US,North America,2014,13.142721088435373,5102.58,159.16,246.48
US,North America,2015,14.171836734693876,4982.79,161.05,242.64
US,North America,2016,14.607414965986392,4888.64,160.92,248.51
US,North America,2017,14.392040816326528,4813.72,165.29,249.29
US,North America,2018,13.887414965986391,4981.3,169.66,250.06
US,North America,2019,13.732380952380948,,,
Uganda,Africa,1995,22.17,0.96,0.0,7.59
Uganda,Africa,1996,21.83,1.07,0.0,7.57
Uganda,Africa,1997,22.58,1.13,0.0,7.74
Uganda,Africa,1998,23.22,1.29,0.0,8.05
Uganda,Africa,1999,22.28,1.32,0.0,7.51
Uganda,Africa,2000,22.15,1.33,0.01,7.4
Uganda,Africa,2001,22.08,1.35,0.01,7.54
Uganda,Africa,2002,22.52,1.54,0.01,7.76
Uganda,Africa,2003,22.53,1.62,0.01,8.53
Uganda,Africa,2004,22.63,1.77,0.01,8.44
Uganda,Africa,2005,22.43,2.23,0.01,9.22
Uganda,Africa,2006,22.43,2.6,0.01,8.4
Uganda,Africa,2007,22.42,2.94,0.01,9.69
Uganda,Africa,2008,22.33,3.18,0.01,12.07
Uganda,Africa,2009,22.65,3.41,0.01,12.16
Uganda,Africa,2010,22.77,3.85,0.02,13.02
Uganda,Africa,2011,22.4,4.16,0.02,12.89
Uganda,Africa,2012,22.6,3.91,0.02,13.67
Uganda,Africa,2013,22.73,4.27,0.02,13.67
Uganda,Africa,2014,22.57,4.74,0.02,13.89
Uganda,Africa,2015,22.9,4.86,0.02,14.32
Uganda,Africa,2016,23.23,5.67,0.02,15.07
Uganda,Africa,2017,22.71,5.84,0.02,15.33
Uganda,Africa,2018,22.32,6.13,0.02,15.46
Uganda,Africa,2019,22.8,,,
Ukraine,Europe,1995,8.52,399.25,0.41,25.93
Ukraine,Europe,1996,7.35,346.11,0.33,22.57
Ukraine,Europe,1997,7.67,328.25,0.29,22.13
Ukraine,Europe,1998,8.27,309.29,0.22,19.58
Ukraine,Europe,1999,9.45,305.73,0.15,18.45
Ukraine,Europe,2000,9.46,297.38,0.12,18.29
Ukraine,Europe,2001,9.05,300.55,0.13,18.67
Ukraine,Europe,2002,9.52,303.94,0.16,19.62
Ukraine,Europe,2003,8.37,330.23,0.19,18.4
Ukraine,Europe,2004,8.67,307.14,0.28,17.95
Ukraine,Europe,2005,8.6,295.41,0.42,17.82
Ukraine,Europe,2006,8.34,303.99,0.49,18.1
Ukraine,Europe,2007,9.81,312.14,0.68,19.14
Ukraine,Europe,2008,9.56,301.33,0.77,20.8
Ukraine,Europe,2009,9.37,252.29,0.68,18.38
Ukraine,Europe,2010,9.39,269.46,0.73,19.53
Ukraine,Europe,2011,9.12,283.52,0.79,22.37
Ukraine,Europe,2012,8.7,277.29,0.79,21.72
Ukraine,Europe,2013,9.18,268.6,0.78,23.39
Ukraine,Europe,2014,9.07,237.61,0.77,23.27
Ukraine,Europe,2015,10.18,190.87,0.76,22.51
Ukraine,Europe,2016,9.22,201.25,0.8,23.92
Ukraine,Europe,2017,9.51,174.84,0.84,24.77
Ukraine,Europe,2018,9.4,185.37,0.88,25.31
Ukraine,Europe,2019,10.25,,,
United Arab Emirates,Middle East,1995,27.105,72.64,1.05,2.3
United Arab Emirates,Middle East,1996,27.69,75.81,1.12,2.62
United Arab Emirates,Middle East,1997,27.12,81.45,1.18,2.92
United Arab Emirates,Middle East,1998,28.744999999999997,83.85,1.25,3.23
United Arab Emirates,Middle East,1999,28.525,86.0,1.32,3.55
United Arab Emirates,Middle East,2000,27.955,84.54,1.38,3.85
United Arab Emirates,Middle East,2001,28.064999999999998,96.26,1.41,3.93
United Arab Emirates,Middle East,2002,28.32,98.12,1.44,4.07
United Arab Emirates,Middle East,2003,28.549999999999997,103.53,1.46,4.16
United Arab Emirates,Middle East,2004,28.415,109.98,1.49,4.23
United Arab Emirates,Middle East,2005,28.255000000000003,116.28,1.51,4.33
United Arab Emirates,Middle East,2006,28.15,121.46,1.57,4.54
United Arab Emirates,Middle East,2007,28.395,131.69,1.62,4.76
United Arab Emirates,Middle East,2008,27.97,156.2,1.67,5.01
United Arab Emirates,Middle East,2009,28.46,157.18,1.73,5.23
United Arab Emirates,Middle East,2010,29.185000000000002,162.82,1.78,5.43
United Arab Emirates,Middle East,2011,28.815,166.32,1.93,5.68
United Arab Emirates,Middle East,2012,28.875,175.73,2.07,5.9
United Arab Emirates,Middle East,2013,28.55,184.1,2.21,6.2
United Arab Emirates,Middle East,2014,28.66,183.84,2.36,6.47
United Arab Emirates,Middle East,2015,29.575,194.04,2.5,6.77
United Arab Emirates,Middle East,2016,29.134999999999998,199.46,2.61,6.89
United Arab Emirates,Middle East,2017,29.69,208.25,2.73,7.02
United Arab Emirates,Middle East,2018,29.645,200.3,2.84,7.14
United Arab Emirates,Middle East,2019,29.305,,,
United Kingdom,Europe,1995,11.89,524.29,21.09,44.03
United Kingdom,Europe,1996,11.0,544.66,22.33,43.81
United Kingdom,Europe,1997,11.485,522.33,25.14,43.83
United Kingdom,Europe,1998,10.985,525.03,22.15,44.07
United Kingdom,Europe,1999,11.17,522.36,13.71,34.41
United Kingdom,Europe,2000,10.8,530.12,12.63,34.62
United Kingdom,Europe,2001,10.585,544.48,13.24,33.84
United Kingdom,Europe,2002,11.030000000000001,530.23,13.69,31.82
United Kingdom,Europe,2003,11.015,542.08,14.9,31.79
United Kingdom,Europe,2004,10.8,542.32,13.81,32.63
United Kingdom,Europe,2005,10.76,540.6,14.83,31.9
United Kingdom,Europe,2006,10.809999999999999,541.64,15.53,31.28
United Kingdom,Europe,2007,10.98,529.16,15.95,31.56
United Kingdom,Europe,2008,10.405000000000001,514.41,16.23,31.03
United Kingdom,Europe,2009,10.585,465.12,16.64,29.31
United Kingdom,Europe,2010,10.11,481.79,17.53,29.49
United Kingdom,Europe,2011,11.415,444.42,15.95,28.48
United Kingdom,Europe,2012,10.649999999999999,467.08,16.32,28.56
United Kingdom,Europe,2013,10.665,453.06,16.58,28.31
United Kingdom,Europe,2014,11.86,414.85,16.84,28.34
United Kingdom,Europe,2015,11.165,400.37,16.76,28.46
United Kingdom,Europe,2016,11.235,378.89,16.02,28.28
United Kingdom,Europe,2017,11.45,366.38,14.91,28.28
United Kingdom,Europe,2018,11.21,358.8,13.79,28.29
United Kingdom,Europe,2019,11.11,,,
Uruguay,South/Central America & Carribean,1995,15.35,4.69,0.04,7.08
Uruguay,South/Central America & Carribean,1996,15.66,5.45,0.07,7.33
Uruguay,South/Central America & Carribean,1997,16.07,5.56,0.09,7.16
Uruguay,South/Central America & Carribean,1998,15.47,5.78,0.11,6.95
Uruguay,South/Central America & Carribean,1999,15.38,6.78,0.13,6.78
Uruguay,South/Central America & Carribean,2000,15.79,5.46,0.15,6.57
Uruguay,South/Central America & Carribean,2001,16.6,4.95,0.17,6.71
Uruguay,South/Central America & Carribean,2002,16.24,4.53,0.18,6.7
Uruguay,South/Central America & Carribean,2003,15.83,4.49,0.2,7.1
Uruguay,South/Central America & Carribean,2004,16.61,5.46,0.21,7.45
Uruguay,South/Central America & Carribean,2005,16.57,5.41,0.23,7.49
Uruguay,South/Central America & Carribean,2006,16.61,6.33,0.27,7.91
Uruguay,South/Central America & Carribean,2007,16.01,5.85,0.31,7.78
Uruguay,South/Central America & Carribean,2008,16.73,7.75,0.35,7.89
Uruguay,South/Central America & Carribean,2009,16.38,7.67,0.39,7.9
Uruguay,South/Central America & Carribean,2010,16.62,6.28,0.43,7.87
Uruguay,South/Central America & Carribean,2011,16.27,7.61,0.5,7.77
Uruguay,South/Central America & Carribean,2012,17.13,8.52,0.56,8.21
Uruguay,South/Central America & Carribean,2013,16.46,7.36,0.63,8.18
Uruguay,South/Central America & Carribean,2014,17.16,6.5,0.7,8.12
Uruguay,South/Central America & Carribean,2015,17.11,6.59,0.77,7.72
Uruguay,South/Central America & Carribean,2016,16.49,6.53,0.84,7.99
Uruguay,South/Central America & Carribean,2017,17.62,6.08,0.91,7.76
Uruguay,South/Central America & Carribean,2018,16.94,6.52,0.98,7.73
Uruguay,South/Central America & Carribean,2019,16.77,,,
Uzbekistan,Asia,1995,15.05,96.13,0.18,7.94
Uzbekistan,Asia,1996,13.99,97.1,0.21,7.33
Uzbekistan,Asia,1997,15.98,98.45,0.23,9.88
Uzbekistan,Asia,1998,15.38,113.73,0.26,9.82
Uzbekistan,Asia,1999,15.73,114.94,0.29,9.57
Uzbekistan,Asia,2000,15.99,121.69,0.31,9.52
Uzbekistan,Asia,2001,16.29,122.74,0.37,9.32
Uzbekistan,Asia,2002,16.03,125.39,0.43,9.41
Uzbekistan,Asia,2003,15.65,118.31,0.5,9.56
Uzbekistan,Asia,2004,16.63,121.43,0.56,9.37
Uzbekistan,Asia,2005,16.16,114.81,0.62,10.03
Uzbekistan,Asia,2006,16.42,121.93,0.69,10.47
Uzbekistan,Asia,2007,16.22,118.35,0.76,10.9
Uzbekistan,Asia,2008,15.92,124.2,0.83,11.45
Uzbekistan,Asia,2009,16.13,114.36,0.91,12.2
Uzbekistan,Asia,2010,16.82,122.56,0.98,12.78
